Month,Revenue,Cost_of_Production,Operating_Expenses,Net_Profit,Risk_Score,Credit_Score,Budgeted_Revenue,Budgeted_Cost_of_Production,Revenue_Variance,Cost_Variance,Profit_Margin,Revenue_Growth_Rate,Operating_Margin,Budgeted_Net_Profit,Product_Category
2021-10-31,297254.3111895215,190956.48059279707,119622.09103491904,23570.864452100122,4.406755465386402,433.02,370887.55533433857,192082.83416047946,18410.30696280017,-19500.38985864779,4.952030047562571,13.442381032148079,50.68871459261873,,Diagnostics
2021-11-30,107186.0289929562,110525.81758044247,94727.59631136224,84907.93856657263,10.453371341249925,351.21,111379.85262699214,103481.71137866487,-11613.806623738197,7692.082108512672,62.21080496288955,-64.89959605906526,29.431475685398986,,Diagnostics
2021-12-31,394523.709902124,261116.55003093532,37046.68431036334,77662.06637693917,3.3584392235418385,793.47,528474.6001703956,187673.76478894777,10095.36336629102,0.0,7.852246984414281,229.26247100671725,74.10223946638907,,Diagnostics
2022-01-31,485937.44367438805,184817.30228239077,62113.62032622368,107986.56400641504,6.010562673502101,795.23,413587.7053311696,170741.86877621754,-25847.501888014063,-16546.17887878494,21.891160919556125,-12.161197741785065,71.43180418197598,,Diagnostics
2022-02-28,135936.15380737276,85822.38617443595,108413.6405386485,124952.04462932423,7.960261837102016,648.21,144371.86782800072,84933.42530649192,-4071.8287593117143,-4995.8960438037375,51.78947958662756,-45.89775377027314,47.25653765403954,,Diagnostics
2022-03-31,193674.97893487758,321967.2446936502,166731.4841675384,40710.3492341324,2.568502535978782,486.47,223289.07747547005,204608.1562061741,-12327.194749140299,-11078.83956702484,15.088370925440387,-6.394794170873314,10.887539060196232,,Diagnostics
2022-04-30,118203.33119707678,269610.9205366238,129197.98645529387,16076.358555410614,5.957703713647209,492.07,204876.56738333945,299283.87344720925,0.0,-10530.344793000062,9.483434189035057,0.26604709249063857,16.063197530486804,,Diagnostics
2022-05-31,327928.1477829959,237460.34342066286,151068.46150295666,32821.0207850477,3.875525544433611,699.28,178553.75577558472,310520.367333882,-3628.885713117159,5291.58579036302,15.225591603417506,28.394994802390308,15.359597781667436,,Diagnostics
2022-06-30,409616.2057776992,193379.49033085536,87758.90503759091,46855.29635463328,5.0951927686733685,793.41,401224.9705609898,326880.87505368446,0.0,11829.68508638718,22.89464029758935,34.458836061034916,64.6302792467574,,Diagnostics
2022-07-31,262957.82820358936,241994.72354045146,64858.087326804285,74823.41000022051,9.372978628371108,787.9,319496.3169729771,167699.68064778062,17869.197405540075,-12162.482238938754,34.90888303970175,-11.005152307766052,86.68779026690434,,Diagnostics
2022-08-31,133058.4292449493,255624.2174385914,114191.64398124444,73007.16089299851,4.809500575317594,728.93,337941.3124754374,352475.28792982927,-7928.762149140584,-19228.347159321995,34.047558085718784,-30.098465011096536,33.438009081052265,,Diagnostics
2022-09-30,311513.7925891718,90701.05128077914,121018.83346762543,11973.507179611634,2.1811186036994665,653.12,294605.70803446,65531.248665963576,15159.55722636479,-6010.459740529277,3.0966090050560005,86.59384759186624,51.26074480533237,,Diagnostics
2022-10-31,237612.8891056707,81646.39583757211,92454.42335418447,41260.490685562436,10.321466043266645,346.28,113920.67378729145,109827.35479511922,14115.457232610694,-9793.234554890698,33.28332071460198,-60.43123055942316,24.682218811750975,,Diagnostics
2022-11-30,206260.43683194713,55899.36623402436,158985.04370747696,69066.55703949124,4.73195239622433,388.9,164115.26006152204,53539.671798384836,-6436.964063740794,0.0,18.716510846635824,34.02617746982275,30.40392278337013,,Diagnostics
2022-12-31,212312.3289638086,192125.39014635741,106334.69957062177,30896.795704303793,2.996864423326812,794.2,126759.71340401097,149677.82668736205,16975.00606388294,0.0,12.938034078318193,18.63845297505342,62.85053101801167,,Diagnostics
2023-01-31,321499.28675649455,169974.32832512897,94958.57340722682,22970.071405844777,1.5145451750391266,633.54,277267.5526859106,165637.62873735884,-20815.66571709385,-7849.930837041493,7.318923579304286,12.13168919296732,38.083867017864584,,Diagnostics
2023-02-28,455026.8518082646,118626.34964212867,87753.92115554352,42674.9085664024,5.0882846055574396,305.06,393466.34361426526,139699.89630866796,-45434.479626825974,-3590.2982540835383,9.802433596062972,35.861004626312685,74.36666174782515,,Diagnostics
2023-03-31,203038.6330305534,292386.41198240593,41175.337552220924,98411.57327818063,9.327441774930085,355.81,231358.3829391737,200325.63335936423,-15874.306261856871,-10096.031184575699,58.093448371185254,-39.838787760703894,71.71690838911037,,Diagnostics
2023-04-30,308757.80323556525,91540.05245904885,35052.88045911142,50738.04146302094,0.9436006222204025,664.93,244078.3019591016,107222.19625711183,8774.980005370719,-10120.40365284807,11.227022743015354,72.03414942649472,64.62926572544279,,Diagnostics
2023-05-31,393189.7426764647,82351.64374963136,43663.56826196526,46094.47347274136,7.318131132292338,302.78,311084.17071446264,127401.83269627324,43087.76640185864,-9939.073047719166,16.59667423298966,7.883480082110987,95.67802192129835,,Diagnostics
2023-06-30,89056.29437175767,255582.8215957178,141949.31197823802,73615.14099367941,3.4616326775822595,388.44,78651.85537940518,242509.81130461476,-13079.191269848789,5754.306197555138,70.03390390812224,-72.3773399234906,-9.92218294010884,,Diagnostics
2023-07-31,345420.4987850759,89550.97893858889,100212.22468439442,30294.278840467297,7.030607248809778,601.8,398159.01098421984,52930.432725640676,3616.0410480977207,1611.5778581786062,8.399646898477464,172.64494169550716,78.93655487236137,,Diagnostics
2023-08-31,239029.75683796755,270436.59991511895,126338.3430070429,90592.8660725632,2.1539867181669003,680.54,123798.75876394077,185719.94057302005,-13564.40217309924,15864.188967573033,75.51434621958926,-35.665158321028585,29.95002371835205,,Diagnostics
2023-09-30,160063.05886598534,64528.17292076576,174310.20901421894,125680.56599701584,6.648682692274969,658.58,153277.32240137018,63786.15927340208,-11569.97451024058,-1373.3610025128064,72.17683789710595,-29.059368073971505,-49.082954768332655,,Diagnostics
2023-10-31,581523.19449973,213852.210046117,56734.885355884515,34922.1851363691,3.808066970675682,423.35,501711.34716063336,354222.709336886,-31248.058287810276,20075.967110975544,6.8999215048380425,219.98270718808203,81.97702500782978,,Diagnostics
2023-11-30,652487.0659382308,187724.68852544547,104043.01428517,61746.56068817314,11.147562488798965,691.7,455978.046381767,284687.374224514,19337.93823717271,2347.4551348457676,11.16990379728453,1.4375838375311876,60.42878113279439,,Diagnostics
2023-12-31,374410.7859732906,82414.55584250727,196654.0343807664,35555.947909417126,2.880859921144858,430.49,376718.5137810597,110539.86940818168,7708.4558299779765,-832.5604615257571,9.313307030532235,-12.02459941467104,78.9444387453462,,Diagnostics
2021-01-31,217075.33535914848,136489.28677453983,32772.132443429306,27010.86999845823,4.180134385070114,487.59,230913.5631782527,123790.47546990775,6615.016086799415,-9768.672639219354,12.867871339050408,0.0,87.12698022800276,,Diagnostics
2021-02-28,320774.6356756816,87164.34846646222,101386.24691649067,20647.028099120485,1.4171544430549639,362.41,349835.3826197893,78001.2258582793,-31562.829368074334,3506.3665808667115,3.0539581906523425,104.61835364513024,38.26939719980173,,Diagnostics
2021-03-31,373945.80512225325,236314.9643830479,100746.41319701022,40684.719506451314,5.454631710119795,808.58,445966.2479335742,204716.45746662645,-14153.431761384081,15944.084350312134,11.863217833460958,-14.793624643270473,68.15405361042681,,Diagnostics
2021-04-30,356320.13280104287,189192.55232934558,84888.46689224066,30618.4342852704,5.8073889221579105,782.54,262778.89021008636,152048.39444858697,-24773.525340392498,-1274.8599772796015,6.895518007348939,-9.012634534399913,38.91640026480097,,Diagnostics
2021-05-31,96277.29506322078,58408.94453877425,199122.76019009465,112634.54967515789,1.386760246204969,441.87,151415.34665449293,91883.31719298568,-5036.397577090387,-4751.655053645504,47.26786713268752,-58.54278273968617,0.7142022124329327,,Diagnostics
2021-06-30,206726.0766843889,188604.1048427484,32446.928025698842,84404.48887669168,3.3360706001308364,662.99,191578.34971649363,152305.17669645,-1922.8423818559183,-6648.29159174576,52.067448504805995,-0.01433920383429507,62.8883992127128,,Diagnostics
2021-07-31,125358.04348879855,78569.54753333352,97645.85998728662,63400.987241355666,9.403472531350138,749.47,90996.73560056083,85304.61729737122,10161.048684824565,-648.6295377090086,71.43423424978047,-24.215912444869193,27.100390680798334,,Diagnostics
2021-08-31,379107.9403235196,200764.36575948217,47757.86711943913,127874.20766716335,2.931799392213418,605.36,545041.918682576,297893.56570345897,15700.314964883948,16667.052395883973,23.89702686578521,303.33662713508824,106.10399522171632,,Diagnostics
2021-09-30,331023.82974837185,180160.95921135857,189986.5962104495,96908.76133906806,2.1667256179604792,591.31,323910.35269536165,142993.99019370496,12446.508647909457,-2283.4391556503674,27.312716462607717,-25.275260457805338,51.19493827721006,,Diagnostics
2021-10-31,472475.6508743241,330609.45360277337,130222.85499055119,27404.70233483363,5.113953685415732,433.02,441332.54741359473,157087.91638858136,21559.687976467194,-25662.746020627743,9.730909811802826,10.051960540884984,63.136838489763846,,Diagnostics
2021-11-30,144796.50324324507,154363.40781459902,79332.2464853571,86315.26579744714,8.832279855779133,351.21,100589.37056485163,109282.34168049609,-14001.627821574746,10703.63947070185,76.84384880495439,-99.04510940972789,19.325120541800967,,Diagnostics
2021-12-31,476380.56559805083,123950.18845250299,45105.406106461065,79898.03205640585,2.967364034311239,793.47,382839.930126687,195381.54260551644,7316.32129361852,0.0,11.713487327091526,372.89932077065134,68.37744519938485,,Diagnostics
2022-01-31,277586.99801709235,193236.07355378452,80585.20233651214,66636.2213392407,8.308293727976578,795.23,504649.5987249117,251131.74496975922,-29729.511382584253,-13897.51327327571,16.2607309197119,-9.885399071537668,39.37811481271523,,Diagnostics
2022-02-28,237079.35483533275,91328.93102968138,82473.58010928558,80490.38123779465,8.46610422881975,648.21,131476.36007050864,75612.48044280044,-4490.172154829931,-3985.1491108132177,54.067029613251705,-67.77528243144637,49.558114227631066,,Diagnostics
2022-03-31,190553.8292429039,255000.9141906969,127680.58690261209,46992.07626495422,4.152774680816237,486.47,165173.23756313047,331484.89254736755,-8987.354947414924,-15204.206613950735,27.85808437368107,-7.7372639313363205,11.853722412853935,,Diagnostics
2022-04-30,166966.05920312012,278751.42324129184,176020.82558327212,15852.148769482623,5.585293865589778,492.07,165201.69730210767,198831.29327713142,0.0,-12325.688524088504,11.706469790721568,0.4946869519287319,9.671835932284113,,Diagnostics
2022-05-31,214998.9485544671,204714.05650418627,163638.798734155,26998.29870952224,4.594642742913332,699.28,223922.49218505254,342290.41797155794,-2773.407553914097,8760.510383728957,15.382589728257129,32.766288977129705,20.20285345779841,,Diagnostics
2022-06-30,303789.0948623799,185642.45522334936,116855.96838007394,38934.57108671341,6.8942916484903165,793.41,250112.686416351,287478.5493446812,0.0,12617.93549587016,16.925598878761843,40.21396825040102,60.05572906034035,,Diagnostics
2022-07-31,213429.03722792835,157947.097350027,43016.58120310595,80636.82383265876,7.090570506446724,787.9,184368.2935097854,220795.00693288652,20718.141509024972,-12336.851749814714,33.33737502663191,-12.166636552669205,79.9272086124379,,Diagnostics
2022-08-31,260578.11032440508,304746.9886316575,184081.42123785976,60305.82605910546,4.727242914173368,728.93,211146.3715045259,268482.3828564287,-9973.08177032922,-13970.378144269142,37.239387780163476,-15.057093877348965,23.914197228719157,,Diagnostics
2022-09-30,403172.11688287725,83457.49791032787,140772.32005009614,6427.024295402289,1.6198059943191603,653.12,341683.5231524973,53301.770995012004,10186.89061839126,-4948.154812490193,2.2924026885360322,57.95941847796965,68.07981032889525,,Diagnostics
2022-10-31,131694.14244322557,71541.60283012844,130601.5799290071,42742.80128239999,8.001985726259884,346.28,154871.5533439146,63071.796912159734,14709.40319974081,-6739.9622790151,32.29854381217191,-61.3758843036668,17.2909903144534,,Diagnostics
2022-11-30,156174.75060995496,37207.614219064104,204548.02922168924,51486.726116158046,4.979360120650803,388.9,140337.367623002,54281.70312845062,-3859.2003110532214,0.0,14.409463608154317,29.795157648506184,28.833579035662524,,Diagnostics
2022-12-31,296887.8146881371,90234.61988921725,95460.48170276928,34422.83395996539,3.1075236233202017,794.2,299639.7946254262,165412.9948181363,16564.352328558525,0.0,8.373885202376648,18.964981648591948,62.71750803649483,,Diagnostics
2023-01-31,313517.34458234254,125371.09739212059,176438.84793184215,24275.362239846392,1.7685681588017272,633.54,379417.7173928448,178368.81910112526,-21388.922861851468,-10962.274786486498,8.127401731202104,12.060170623314908,60.26905705967268,,Diagnostics
2023-02-28,527614.3332119812,89109.30925368836,92714.09259040505,28120.488155410527,7.949996376962287,305.06,493818.0962972049,170286.26078716517,-46343.61944370013,-3584.753254168639,7.803340181120674,61.23008319029563,106.75342792939824,,Diagnostics
2023-03-31,142309.0317959583,354972.2147433324,24995.865910617587,145305.68349425914,10.571615898763824,355.81,182019.03587413862,263384.31579497445,-13970.408592493615,-7860.045190917664,60.618956560750775,-45.04893473191651,96.84181984033737,,Diagnostics
2023-04-30,437019.8380106598,169100.2026794801,39494.341988358785,34448.96212728844,1.1118263115563447,664.93,261060.92862800785,135873.7357305986,9265.528245851294,-7781.585293430786,11.70603340901037,118.64338860512109,74.84407028126259,,Diagnostics
2023-05-31,378763.19902416423,138001.8830185192,28337.18483236725,51507.09769945176,5.734367146414467,302.78,384769.22520874237,155889.98514356886,31363.461416578433,-8203.925208483639,13.550375848056149,11.740386358776378,77.46371881142225,,Diagnostics
2023-06-30,118538.19956316016,250378.04611758896,140479.1044272788,68911.49006704638,5.440342638850771,388.44,92924.91709149668,209687.79327314635,-8837.500132546535,5188.01574859819,71.85762960234297,-71.5746652881208,-18.72454376526102,,Diagnostics
2023-07-31,509750.8356064404,104463.04573217836,70297.57400062482,41115.187402065516,9.628797804070857,601.8,268124.86322599655,93138.98964805123,4275.745951048779,1514.98931642117,17.153117447931024,213.24201157291387,86.79843064341974,,Diagnostics
2023-08-31,140865.6424929335,352976.9401961343,103571.62207480884,72725.36921839225,2.076316346534162,680.54,167301.2527646757,363451.55841296597,-15283.007072085782,16992.322687265812,39.697658154103436,-51.84593614081149,30.27918515916328,,Diagnostics
2023-09-30,104016.54568005314,60176.40405788449,158425.72060475644,116965.02771679469,6.752477187702527,658.58,80071.66923205796,77213.3223506566,-11640.711468797712,-2043.009489505855,70.65889029337782,-23.44784518814448,-69.80447045398124,,Diagnostics
2023-10-31,475368.92625619075,265192.07730042806,58333.08818112019,31250.274733395894,4.309277170494734,423.35,563743.3508104254,267564.16554924194,-24524.502254869192,28606.21105673851,7.903599449562056,223.2687962954322,43.450318991193136,,Diagnostics
2023-11-30,440043.4497749062,210760.30151681494,89038.99842011079,51194.38614034995,14.907811972098429,691.7,334744.75977214536,271570.0883336629,14066.639553411298,2817.010802657354,16.904442455428132,1.2782186734619367,75.67697754593782,,Diagnostics
2023-12-31,331033.3748754975,109800.70716425266,87293.149511838,20925.862532899013,1.5731394285751334,430.49,444968.86661928403,120049.48061116436,5006.1185141726355,-896.0685984977449,13.971713028691344,-24.012184023537113,34.95726066194711,,Diagnostics
2021-01-31,203402.9925816586,147341.65104146439,24076.35336122988,21094.768747518992,3.707781934996061,487.59,307917.2756060804,114155.9755018352,6050.916353902021,-8361.425726473182,11.046383228911097,0.0,87.81186351319937,,Diagnostics
2021-02-28,495406.1843443033,95217.66752475077,200203.9146524247,23104.280256236758,0.9398166290880269,362.41,493802.6274162782,75337.2096066625,-16577.74912003698,2928.5691098683146,3.401245771593032,86.33317188715287,93.86147540765025,,Diagnostics
2021-03-31,410428.4245925652,203553.4819565271,158818.22845533193,42450.00600287955,6.349519009259434,808.58,372091.4586107108,202766.37574152378,-12032.163434538905,18695.976215714512,8.001705428915779,-17.809587833947422,38.913692268854824,,Diagnostics
2021-04-30,352494.058196931,233789.86179089348,110488.02998231657,25483.485989009423,5.175705680745308,782.54,348358.13927396585,171152.50931649448,-25674.50920063334,-997.7537630261133,9.561594731807961,-9.542561727979301,55.563195959790946,,Diagnostics
2021-05-31,143135.34141695354,93505.76086915394,148354.54190715912,68514.0623634743,1.4731892750738933,441.87,174684.14816417044,80020.99449656294,-3974.193601370578,-5964.373720575489,76.63564339269861,-61.73258412423288,0.4865653453042691,,Diagnostics
2021-06-30,128868.23645645568,133435.06412288325,48880.81270013905,84431.56629786697,3.3185005611732885,662.99,111830.79351731397,152398.51215611456,-1290.539748112216,-6981.000866651985,39.298779080489666,-0.009766788424421849,85.96572408024574,,Diagnostics
2021-07-31,131365.2901911564,69870.80088352042,126732.02329773847,86543.21457119977,8.702450679234293,749.47,98899.96751851383,57184.718653189506,7098.463548300995,-765.7144156749916,58.3568279452717,-16.701679809581886,17.135653229766184,,Diagnostics
2021-08-31,429495.56951048627,303193.70590587857,62475.041858719036,72993.59763648338,2.885925691787784,605.36,387698.9809561795,349122.0721639463,15191.7594791715,24029.201140594123,13.984227547321446,263.8619941070531,85.57827186200146,,Diagnostics
2021-09-30,333005.6855404745,99597.73405275574,146547.5511760715,99260.25640925534,1.742857492900983,591.31,290750.7406433857,121932.66059662128,14606.446459566374,-2464.207190374152,26.63009295482722,-28.324263487985366,40.05672422970211,,Diagnostics
2021-10-31,355931.67195619375,197174.97046695167,140849.70114944104,22737.761648299947,6.956841734708227,433.02,270366.4431016497,191014.55175391844,17588.742425293385,-24192.902013453706,6.71333509183965,10.095675069445493,49.28357751663182,,Diagnostics
2021-11-30,98998.22859472001,129226.20185150961,66898.19420761398,84144.99086077079,6.672162561838988,351.21,131670.69333695964,93869.5100935873,-7219.298355434533,8067.97005499822,84.94702587433876,-61.218483693419046,27.702883737301942,,Diagnostics
2021-12-31,383226.0412430498,252720.26335615953,27376.043612265654,42199.79441342882,2.6925320998244877,793.47,416026.73860489513,145307.03677583332,10855.640334699116,0.0,14.18530021003992,463.0036786075039,98.75287153998113,,Diagnostics
2022-01-31,437251.38847923884,234686.60056228226,73984.84254700346,61484.283645019415,5.870963499953567,795.23,575924.2319239099,238558.9495120057,-27611.19185191779,-16560.953110585193,17.79328727172845,-10.764963429428766,106.1492100524081,,Diagnostics
2022-02-28,218083.1548739153,102189.16583291344,64703.38668884633,85868.29146636659,7.766266973161503,648.21,206443.45309924815,78575.57044620944,-6131.962649756563,-3676.9732368723103,68.09090797633866,-50.91444895414648,57.643348804530476,,Diagnostics
2022-03-31,231172.12865872588,264240.7056305997,219227.57439740718,31653.398219292307,4.207114891457501,486.47,162353.45940479144,303656.20440897293,-12919.11285402177,-9023.913728972728,32.030101938251974,-5.14715589235448,6.678490713118801,,Diagnostics
2022-04-30,170144.13097937798,328953.613739427,116127.50916305245,21689.899571012116,7.511250319666322,492.07,172795.2469792207,253602.14263389807,0.0,-8369.143401976176,9.564131948393467,0.3483170728872472,25.10959676907994,,Diagnostics
2022-05-31,227446.16894260983,233180.27109115137,252056.65532005424,31041.118830478943,3.0268720393136586,699.28,173798.51316780623,216645.52603532904,-5141.230178318132,7173.071629622587,13.361792295857084,27.221883240546916,13.336763958714066,,Diagnostics
2022-06-30,264203.9522579958,245995.68437775498,101374.59276737369,43481.06473651336,5.394021421188005,793.41,235291.7078911617,310473.4491682833,0.0,6925.815134471494,17.460739144123526,42.7367045718511,72.80400951901012,,Diagnostics
2022-07-31,275579.7676216217,190041.49041434546,56061.93050854957,95182.61185565894,7.0674467359201705,787.9,241437.6162192991,176674.2725447756,17285.445945562675,-11620.101112853257,44.186000534865514,-12.36816975459881,57.158933718492975,,Diagnostics
2022-08-31,193911.0968110406,271708.55972502014,97636.27223502565,115568.31547270552,7.0538647637407355,728.93,171643.0144568137,250267.82153420994,-7074.00031095367,-14817.90976004561,65.10737825005383,-13.688480405883018,27.524928104563447,,Diagnostics
2022-09-30,301736.89653144527,46234.56601034381,168845.97030838177,11663.899605703911,1.7414263814180684,653.12,348768.6507541978,106185.9683353825,11884.759300143924,-5443.585219938809,4.027134022078861,58.434170771670125,58.559725981878664,,Diagnostics
2022-10-31,191909.55149248266,121269.78273223483,115764.91255595638,77473.33120845605,8.319676793452619,346.28,152997.30526453722,82957.03242893005,11696.14259645618,-7726.587896813719,38.45396564003339,-84.41101862254806,30.242477613568482,,Diagnostics
2022-11-30,214181.89190271965,81708.70612978472,178038.69856335482,49384.76239361801,3.587128724779609,388.9,300595.4706043863,71932.39913061624,-9517.776112799856,0.0,16.40211091167151,42.74563768152753,43.5979829069727,,Diagnostics
2022-12-31,204854.39025018032,93893.88961616704,105984.93821648124,31244.386028078265,2.9078175696719666,794.2,194577.94728186072,102326.5226772327,12188.835459860324,0.0,9.72310191103051,17.658511884202447,48.83295488500984,,Diagnostics
2023-01-31,189287.36253222736,130535.51486443322,125660.57337031305,24375.190034433606,1.3587553584442023,633.54,340945.72093218437,161532.73272913691,-33515.65922762262,-10060.311752991685,6.931257127046177,12.087463744237024,50.903252256495826,,Diagnostics
2023-02-28,359488.2065889244,104547.24334898243,140536.20867951654,44421.16260805173,7.268804860531602,305.06,433911.2445508898,143661.61024031806,-48858.29852276508,-5170.065506437597,11.933518700562662,42.89574941135551,88.89675992120482,,Diagnostics
2023-03-31,161485.74296693396,323108.19558774267,24873.146436287036,92326.94226508804,6.9525205257496685,355.81,216969.33634072612,216464.14094885433,-11721.447289410406,-6640.947548455367,70.27885099733057,-53.75226815158893,86.96042627453818,,Diagnostics
2023-04-30,384312.264813816,90861.96737522387,51882.37427399531,25444.8722835541,1.557498789619223,664.93,178573.06637346034,112269.50966298157,11453.902071847542,-12397.076645691815,12.028985692347261,76.38477529514502,66.32204743063672,,Diagnostics
2023-05-31,245127.39913458188,103455.41886378026,22823.417710185146,60661.03964879026,5.118806181807766,302.78,293784.95991338236,160837.02731267715,19968.52163691206,-9534.942254364643,13.620115822910599,11.081722239723598,77.37441873639467,,Diagnostics
2023-06-30,128472.42405984379,197959.82230740774,136419.79995458692,68208.45230274371,3.070842125230897,388.44,181613.76673005385,132114.2365972898,-10687.835615504931,7899.926075934853,66.485739358055,-65.15581028559093,-23.523261848681422,,Diagnostics
2023-07-31,410715.9189779462,96069.07276830003,96854.80285588469,48327.36879546753,7.581213874354055,601.8,320408.1861028505,60478.012751876246,2539.2762475854024,2203.1452507130857,13.182089040061179,184.24072053813293,77.01714672514576,,Diagnostics
2023-08-31,151306.106609977,239675.25630635512,95432.79058828307,103416.63107069278,1.9291139995194826,680.54,213193.13600029575,257684.88424485706,-12510.933360761115,20118.250622343083,61.30174076696847,-48.691024331545954,34.774055860133885,,Diagnostics
2023-09-30,115472.13201322731,60739.87867821571,229290.1387303264,105158.30411566302,7.151100387042259,658.58,154670.2531315249,75590.68429357471,-14055.614124539266,-1042.3430246681803,67.57925958507667,-22.503512223274992,-42.242486221545846,,Diagnostics
2023-10-31,606461.2765822024,252102.36980760275,70965.22740528685,35692.30107016766,4.929373371519112,423.35,577378.0066164809,293816.34073381015,-31483.432084723427,26770.76849655237,4.351050658911346,364.00599988441803,113.12044435860157,,Diagnostics
2023-11-30,419296.58456072357,314940.9386066939,89644.01587870257,69772.9289706263,12.837941218510286,691.7,598535.4513609686,242976.85263790566,16619.397546203065,2627.6869644069666,9.5364662048517,1.2958241211790384,63.222196169058904,,Diagnostics
2023-12-31,565980.5641047498,80750.89906314478,114938.70251917795,30361.583494427112,2.558161313614572,430.49,316638.4169544466,82460.13369955635,9223.540588889487,-1153.8230058666454,8.257879031413493,-10.78839781818205,64.05740156836508,,Diagnostics
2021-01-31,244933.6188152428,101712.65773857557,33202.936270469116,32492.571057525867,3.4877371408555966,487.59,195739.7100129757,132723.59232959803,6642.807899202495,-11842.839880993382,12.521481966021717,0.0,95.50462555682942,,Diagnostics
2021-02-28,428417.0273134851,77070.1079170651,107481.97506614347,16067.369781289715,1.1538761042023766,362.41,593734.4400031023,97867.72797699072,-19810.437428020545,2521.2754318091056,3.9118944153168838,91.71072159922626,66.86454596155882,,Diagnostics
2021-03-31,443328.485578242,135459.8258465436,167061.10739943926,30034.951785185043,5.6816158388983045,808.58,496803.2051075192,192434.39181142268,-10530.049955647655,14023.66170580449,10.424500905948298,-14.627725592023735,83.22511736244142,,Diagnostics
2021-04-30,387065.694026777,185748.9508067414,135697.27240591098,27128.334943728947,5.442886240816524,782.54,256223.00264976633,108635.34025272724,-31090.141625137472,-1619.84180161558,7.416644799531511,-19.391561687173603,46.50873526573466,,Diagnostics
2021-05-31,100833.13362056456,65037.563528539205,200471.33694022906,117885.71433274096,1.5433848685989804,441.87,151799.30676591463,120378.92357597193,-4042.3927388823686,-6121.445600814367,66.78546555465405,-63.811399075370886,0.45615891300289957,,Diagnostics
2021-06-30,164803.78889490143,110824.22813776338,21659.153300713453,69289.80267556773,2.923341079108324,662.99,149398.51226767738,192276.1887541226,-1920.669957756863,-7477.656390687715,40.540429630665834,-0.016882533371141262,58.666042129262806,,Diagnostics
2021-07-31,90232.71405881799,74646.52882755664,80615.71380434673,56155.09846937159,7.825449886319396,749.47,103586.94982705094,64567.22555850894,11765.189393910428,-497.3514068755291,76.50240026557012,-33.79657865313151,24.59062759130746,,Diagnostics
2021-08-31,361658.3487407238,246847.08443608545,56255.27409030587,94466.38337357843,2.9004491204654754,605.36,321900.8826097793,279602.128444915,17859.281001294712,17081.118553650664,20.898690499211206,220.6395009811611,66.95785760700943,,Diagnostics
2021-09-30,355539.07374637114,154135.97551481007,166253.80241113814,48182.781207402986,2.3768936812734305,591.31,243017.23484086586,116057.1403710864,10763.876111597172,-2094.0322230701336,22.60480269540461,-28.928260465819733,45.933043018306826,,Diagnostics
2021-10-31,582025.2165597749,252268.07604602491,147138.1434283775,19669.660794076735,6.195460139241182,433.02,377253.7207202047,321445.1598183412,19809.321035323606,-25058.306571801277,6.177619941277504,13.390903799082379,50.977096310974545,,Diagnostics
2021-11-30,145627.86859825696,164445.42585088665,111880.86122130686,60785.741992230964,11.907820845094843,351.21,118441.92229675439,66994.77527915426,-9995.205536440415,6526.586026751515,116.59584940565058,-63.364899665368945,21.541998129004053,,Diagnostics
2021-12-31,427923.6791034911,146705.03332302137,37622.56797492484,49144.3916304874,4.237151317627719,793.47,531878.3960101552,241999.79100320092,8207.847613592347,0.0,12.609932581354427,338.59493325212765,112.292239917007,,Diagnostics
2022-01-31,298203.40528145223,124639.93533095132,47093.14504361566,68744.57963467894,7.196339885441355,795.23,544519.649566358,144084.39206696805,-34237.30346683579,-11506.016259247086,15.070743158873372,-11.932989035414804,59.41145877539023,,Diagnostics
2022-02-28,260804.36186840545,87862.40799499438,56048.39173209638,70740.38055380328,8.265208524816618,648.21,167657.0777021963,103702.7911945952,-4902.465412108881,-5410.077567418388,35.67246684379607,-57.43732206124758,39.90182092697568,,Diagnostics
2022-03-31,160359.90832540765,244837.6664240498,121858.08628659857,35712.06184709261,3.1225677620934,486.47,190208.76336247998,329095.540525744,-8816.099982661468,-11142.568878221498,15.780676486568895,-6.046467002891589,14.362041640235297,,Diagnostics
2022-04-30,158707.80472020592,285147.7813274308,180383.3706242189,16775.35841584827,7.193562317819176,492.07,146726.010039674,330111.9893259252,0.0,-11549.399582062502,14.108798045851213,0.2789454299600788,20.503752996544808,,Diagnostics
2022-05-31,254575.36187321306,219770.85501793554,173899.59192905144,30035.11113279771,4.832319776062437,699.28,235454.54469616606,191472.88027214402,-5382.664445380485,5169.523201373952,9.9619867523504,28.904467473614226,24.154733626102605,,Diagnostics
2022-06-30,208814.07905724834,232417.4191073703,113586.56298178699,43870.32051764712,6.664882677896204,793.41,205460.75389100765,252209.04201607557,0.0,8195.62924010537,19.92791462792973,46.004229962061146,59.87840718883288,,Diagnostics
2022-07-31,276818.5177643375,165114.36304614632,54411.19953864361,73732.64591292788,7.472376787638379,787.9,273509.36776536424,186154.92249062486,11627.361931081183,-17538.292948018832,31.121460609083467,-13.95716643485058,68.98832519414815,,Diagnostics
2022-08-31,187408.98131410833,296082.34684726916,183074.96711364776,50594.65230160869,6.145376129791986,728.93,257968.13673874558,293427.08037513116,-11009.06896641675,-9966.313136310488,40.802715374241004,-15.183322927219939,24.028743555282265,,Diagnostics
